File,R,G,B,Fold
IMG_0343.tiff,0.23015853154513,0.457651293766173,0.312190174688697,1
IMG_0344.tiff,0.213315949046331,0.457581723586233,0.329102327367437,3
IMG_0345.tiff,0.211082241771377,0.458433285750765,0.330484472477858,2
IMG_0350.tiff,0.207158114199876,0.45165718600439,0.341184699795734,2
IMG_0351.tiff,0.213888694935692,0.453248972601631,0.332862332462678,3
IMG_0352.tiff,0.219597200324536,0.454138673326891,0.326264126348573,1
IMG_0353.tiff,0.211125416516174,0.453490438441399,0.335384145042427,2
IMG_0354.tiff,0.218975752642988,0.454156372509911,0.326867874847101,3
IMG_0355.tiff,0.207217160933945,0.453207502473348,0.339575336592707,1
IMG_0361.tiff,0.254660223826975,0.47912670709421,0.266213069078814,2
IMG_0362.tiff,0.249742770263827,0.479625647942939,0.270631581793234,1
IMG_0363.tiff,0.232670913436525,0.458213631570707,0.309115454992767,3
IMG_0364.tiff,0.223780891647491,0.457502899681814,0.318716208670695,1
IMG_0365.tiff,0.23336255303131,0.455878953451973,0.310758493516716,2
IMG_0366.tiff,0.232276610459512,0.457365889073188,0.3103575004673,2
IMG_0367.tiff,0.230669285387634,0.457302003834061,0.312028710778305,2
IMG_0368.tiff,0.22628536349765,0.455986351701897,0.317728284800452,1
IMG_0369.tiff,0.227133889457527,0.456891584293706,0.315974526248767,2
IMG_0370.tiff,0.211534807187191,0.452989472805318,0.335475720007491,3
IMG_0371.tiff,0.209378470271267,0.451805290261132,0.338816239467601,1
IMG_0372.tiff,0.209683944738482,0.453753198030126,0.336562857231392,1
IMG_0374.tiff,0.210512673797939,0.45275240255789,0.33673492364417,3
IMG_0375.tiff,0.211387088666845,0.451318622883678,0.337294288449477,2
IMG_0376.tiff,0.212349290716598,0.456001256936904,0.331649452346498,1
IMG_0377.tiff,0.211005592557908,0.45356102881873,0.335433378623362,2
IMG_0378.tiff,0.211335785920739,0.453205185977276,0.335459028101985,1
IMG_0379.tiff,0.211373547734369,0.453022489240636,0.335603963024995,1
IMG_0380.tiff,0.211451908587813,0.453112017459305,0.335436073952881,1
IMG_0381.tiff,0.211178407340082,0.454225931803985,0.334595660855933,1
IMG_0382.tiff,0.212941383506253,0.45183358778064,0.335225028713107,1
IMG_0383.tiff,0.227109585113693,0.487965457711677,0.28492495717463,1
IMG_0384.tiff,0.208126637607128,0.455356093038612,0.336517269354261,1
IMG_0385.tiff,0.231974212764114,0.457402986855546,0.31062280038034,3
IMG_0386.tiff,0.235840409269138,0.456751435255028,0.307408155475834,1
IMG_0387.tiff,0.208965333670356,0.451392598882311,0.339642067447334,3
IMG_0388.tiff,0.200751012123873,0.448088903931666,0.351160083944461,2
IMG_0389.tiff,0.203799324738005,0.445650522622696,0.350550152639299,1
IMG_0390.tiff,0.222247086748681,0.455936790539719,0.3218161227116,1
IMG_0392.tiff,0.217435499927141,0.447735760433555,0.334828739639304,3
IMG_0393.tiff,0.233408400455504,0.458599100806709,0.307992498737787,3
IMG_0394.tiff,0.219624670761879,0.457110848177454,0.323264481060667,2
IMG_0395.tiff,0.2320589901711,0.457433209267549,0.310507800561351,2
IMG_0396.tiff,0.218028812228358,0.466976112979027,0.314995074792615,3
IMG_0397.tiff,0.218941757464603,0.463025301848819,0.318032940686578,1
IMG_0398.tiff,0.218766277840834,0.460301219243841,0.320932502915325,1
IMG_0399.tiff,0.22925746086429,0.456619778153724,0.314122760981986,1
IMG_0400.tiff,0.232152495963135,0.457272217305394,0.310575286731471,1
IMG_0401.tiff,0.212020285772105,0.452904592542054,0.335075121685841,3
IMG_0402.tiff,0.213810889911557,0.453031775177202,0.333157334911241,3
IMG_0403.tiff,0.213460036498736,0.452921467195113,0.333618496306151,3
IMG_0404.tiff,0.215190206438289,0.453826234201798,0.330983559359913,2
IMG_0405.tiff,0.214763175332515,0.454231098956522,0.331005725710963,1
IMG_0406.tiff,0.218477123689097,0.454231215687758,0.327291660623144,3
IMG_0407.tiff,0.218944821827934,0.454090820392104,0.326964357779962,3
IMG_0408.tiff,0.213285182463226,0.452431128960911,0.334283688575863,1
IMG_0409.tiff,0.213866554857114,0.451511198912604,0.334622246230282,2
IMG_0410.tiff,0.262651682417082,0.45866829728655,0.278680020296368,3
IMG_0411.tiff,0.21363474725085,0.453293233508488,0.333072019240661,3
IMG_0412.tiff,0.217885586506796,0.455029131413101,0.327085282080103,3
IMG_0413.tiff,0.232520722501669,0.461047628874966,0.306431648623365,1
IMG_0414.tiff,0.219675576750068,0.457935050814689,0.322389372435243,3
IMG_0416.tiff,0.230712924991997,0.46403515158175,0.305251923426253,2
IMG_0417.tiff,0.207715303992706,0.458021466861556,0.334263229145738,3
IMG_0418.tiff,0.246921737358778,0.460767595289204,0.292310667352018,3
IMG_0419.tiff,0.239028383179301,0.458381134294918,0.302590482525782,2
IMG_0420.tiff,0.212938102651644,0.453136855756934,0.333925041591421,2
IMG_0421.tiff,0.214769619879411,0.45502035601329,0.330210024107298,2
IMG_0422.tiff,0.213574636336063,0.453625341904933,0.332800021759003,1
IMG_0423.tiff,0.215793451896548,0.454436641860156,0.329769906243296,3
IMG_0424.tiff,0.213936286076172,0.452593331451182,0.333470382472646,2
IMG_0425.tiff,0.211770667648553,0.451926241910411,0.336303090441036,2
IMG_0426.tiff,0.215782476699536,0.453351643424096,0.330865879876368,1
IMG_0427.tiff,0.215505570944696,0.451794644839224,0.332699784216081,1
IMG_0428.tiff,0.212649178871614,0.452677298257087,0.334673522871299,2
IMG_0429.tiff,0.269799626627462,0.456076168817301,0.274124204555237,1
IMG_0430.tiff,0.242381634427614,0.453843684915174,0.303774680657212,3
IMG_0431.tiff,0.20673126792544,0.45134800481947,0.34192072725509,3
IMG_0432.tiff,0.21678544982052,0.455569189598832,0.327645360580648,2
IMG_0433.tiff,0.274565261392794,0.481764459982311,0.243670278624895,1
IMG_0434.tiff,0.225028761489393,0.460427415639822,0.314543822870785,3
IMG_0435.tiff,0.241840677286783,0.463364552930261,0.294794769782956,3
IMG_0436.tiff,0.249974504650173,0.466382736038001,0.283642759311826,3
IMG_0437.tiff,0.216452308348535,0.455355285445606,0.328192406205859,1
IMG_0438.tiff,0.232252875840418,0.460610556903736,0.307136567255846,1
IMG_0439.tiff,0.204020659284223,0.446825593607861,0.349153747107916,2
IMG_0440.tiff,0.238600154992453,0.458452693696854,0.302947151310693,1
IMG_0441.tiff,0.209615083920331,0.448838020504697,0.341546895574972,3
IMG_0442.tiff,0.207330612286296,0.451252567301907,0.341416820411798,3
IMG_0443.tiff,0.193908371814006,0.445512570418333,0.360579057767661,1
IMG_0444.tiff,0.236683367943873,0.458101823041593,0.305214809014534,3
IMG_0445.tiff,0.197484900114436,0.447944423350223,0.354570676535342,3
IMG_0446.tiff,0.208385948124295,0.451062234325018,0.340551817550688,2
IMG_0447.tiff,0.232002044075864,0.458674313474385,0.309323642449751,2
IMG_0448.tiff,0.210269931551207,0.458283931011876,0.331446137436917,3
IMG_0449.tiff,0.19080491330764,0.445434582190771,0.363760504501589,3
IMG_0450.tiff,0.198549353057234,0.44786871997373,0.353581926969036,2
IMG_0451.tiff,0.196226676387829,0.446813519299889,0.356959804312282,3
IMG_0452.tiff,0.189222325527735,0.444598421547513,0.366179252924752,2
IMG_0453.tiff,0.184926907664305,0.444771603944358,0.370301488391337,1
IMG_0455.tiff,0.202095870509554,0.449942659595124,0.347961469895321,2
IMG_0456.tiff,0.173515849888885,0.436064810222319,0.390419339888796,2
IMG_0457.tiff,0.21093093335719,0.451405897177589,0.337663169465221,2
IMG_0458.tiff,0.206201806226214,0.451448662156585,0.342349531617201,1
IMG_0459.tiff,0.232651027055907,0.458063541899666,0.309285431044427,3
IMG_0460.tiff,0.259417476369055,0.470323486524502,0.270259037106443,1
IMG_0461.tiff,0.295981883977173,0.473029024355874,0.230989091666953,3
IMG_0462.tiff,0.32324596524751,0.477590833244191,0.199163201508299,1
IMG_0463.tiff,0.331412411057007,0.480707536186369,0.187880052756623,2
IMG_0464.tiff,0.266262163931264,0.464086326650764,0.269651509417973,3
IMG_0465.tiff,0.245391081078004,0.467970843895375,0.286638075026622,3
IMG_0466.tiff,0.229809251741225,0.46759322779685,0.302597520461925,2
IMG_0467.tiff,0.220408202595192,0.459017531491383,0.320574265913425,2
IMG_0468.tiff,0.238760198538592,0.458788694865263,0.302451106596145,3
IMG_0469.tiff,0.210402904163352,0.45728445713422,0.332312638702429,3
IMG_0470.tiff,0.236803440288757,0.458644586036896,0.304551973674348,1
IMG_0471.tiff,0.243046489498026,0.459325136578794,0.29762837392318,2
IMG_0472.tiff,0.236450537614382,0.45745775447724,0.306091707908378,3
IMG_0473.tiff,0.231825281077767,0.458084948765098,0.310089770157135,3
IMG_0474.tiff,0.226998161454642,0.458437474863751,0.314564363681607,2
IMG_0477.tiff,0.220427118348232,0.456017757169444,0.323555124482324,1
IMG_0479.tiff,0.214496597492455,0.454185806854626,0.331317595652919,2
IMG_0480.tiff,0.235693699542234,0.458974974848578,0.305331325609188,1
IMG_0481.tiff,0.231753853609074,0.457810028758549,0.310436117632378,2
IMG_0482.tiff,0.187541571195759,0.455127731045727,0.357330697758514,2
IMG_0483.tiff,0.192042562764899,0.446615414541811,0.36134202269329,3
IMG_0484.tiff,0.178304548133198,0.438704334614969,0.382991117251834,3
IMG_0485.tiff,0.212476768800045,0.470009151502231,0.317514079697724,2
IMG_0486.tiff,0.210783530662358,0.470709195791625,0.318507273546017,3
IMG_0487.tiff,0.207053159864893,0.454017523644933,0.338929316490174,2
IMG_0488.tiff,0.243327030960348,0.461538489650614,0.295134479389038,3
IMG_0489.tiff,0.210958113325995,0.475150644125276,0.313891242548728,3
IMG_0490.tiff,0.201378505062463,0.457429625864971,0.341191869072566,3
IMG_0491.tiff,0.214389369340623,0.456631850666373,0.328978779993004,1
IMG_0492.tiff,0.209785442269628,0.453256209571665,0.336958348158708,2
IMG_0493.tiff,0.204169217678535,0.453129190847882,0.342701591473583,1
IMG_0494.tiff,0.244805089090781,0.46035164267074,0.294843268238478,3
IMG_0495.tiff,0.208042730492793,0.453298081277606,0.338659188229601,3
IMG_0496.tiff,0.2064921938176,0.454270360737492,0.339237445444907,3
IMG_0497.tiff,0.205233978488237,0.450361363987934,0.344404657523828,2
IMG_0498.tiff,0.20588845447279,0.450578236120129,0.343533309407081,2
IMG_0499.tiff,0.203884781041547,0.449427118710294,0.346688100248158,1
IMG_0500.tiff,0.206851972737234,0.451331555627838,0.341816471634928,3
IMG_0501.tiff,0.207119283657055,0.451941211550788,0.340939504792158,2
IMG_0502.tiff,0.206869708900138,0.451472798875326,0.341657492224536,1
IMG_0503.tiff,0.228856607657357,0.455865863118769,0.315277529223874,3
IMG_0504.tiff,0.240245505758329,0.457306825010651,0.30244766923102,3
IMG_0505.tiff,0.219175645176587,0.455139648717451,0.325684706105962,3
IMG_0506.tiff,0.202974761923964,0.451345372775617,0.345679865300419,1
IMG_0507.tiff,0.206188635132449,0.456491088624143,0.337320276243407,2
IMG_0508.tiff,0.208555064246091,0.45210179892445,0.33934313682946,2
IMG_0509.tiff,0.20035809758512,0.449635599020578,0.350006303394302,1
IMG_0510.tiff,0.200075219452847,0.4481543542413,0.351770426305854,2
IMG_0511.tiff,0.19877559236069,0.448855897265648,0.352368510373661,1
IMG_0512.tiff,0.19861482738096,0.447254803690663,0.354130368928377,3
IMG_0513.tiff,0.199546419020311,0.449461678916,0.350991902063689,1
IMG_0514.tiff,0.19667196341573,0.448177944106223,0.355150092478047,3
IMG_0515.tiff,0.202984889474115,0.456516113099468,0.340498997426417,3
IMG_0516.tiff,0.203313324702268,0.452137223433095,0.344549451864637,1
IMG_0517.tiff,0.205428739591497,0.452656128700796,0.341915131707707,2
IMG_0518.tiff,0.201579729709677,0.448452551508464,0.34996771878186,3
IMG_0519.tiff,0.203234223783331,0.450657625121771,0.346108151094898,3
IMG_0520.tiff,0.229326251990117,0.457251038180279,0.313422709829604,2
IMG_0521.tiff,0.203232909405466,0.456287483959372,0.340479606635162,2
IMG_0522.tiff,0.209822697101812,0.454031233990637,0.336146068907551,1
IMG_0523.tiff,0.202805608650721,0.449049613737375,0.348144777611904,2
IMG_0524.tiff,0.194929364047062,0.447616250856765,0.357454385096173,3
IMG_0525.tiff,0.196827755659832,0.446225138976104,0.356947105364064,3
IMG_0526.tiff,0.210363432866385,0.452977286784518,0.336659280349097,3
IMG_0527.tiff,0.201598118263269,0.450993698567832,0.347408183168899,1
IMG_0528.tiff,0.197811698937025,0.447511282723467,0.354677018339508,2
IMG_0529.tiff,0.190744717304013,0.446179164599648,0.363076118096339,2
IMG_0530.tiff,0.199080116074088,0.44860184433138,0.352318039594532,2
IMG_0531.tiff,0.218160248360444,0.45576897468087,0.326070776958686,1
IMG_0533.tiff,0.241752288315196,0.460279323602889,0.297968388081915,3
IMG_0534.tiff,0.25161433542869,0.460104975670798,0.288280688900512,1
IMG_0538.tiff,0.303076743189356,0.477698988629353,0.219224268181292,2
IMG_0539.tiff,0.28621040598785,0.474454354887536,0.239335239124614,3
IMG_0540.tiff,0.328585422278436,0.475294944631434,0.19611963309013,3
IMG_0542.tiff,0.373217772879969,0.474427980338147,0.152354246781885,2
IMG_0543.tiff,0.37299843325537,0.475807367234783,0.151194199509847,2
IMG_0544.tiff,0.377093312314169,0.476436047536306,0.146470640149525,3
IMG_0545.tiff,0.372419286570959,0.480119140521724,0.147461572907318,2
IMG_0546.tiff,0.218300204493921,0.474471394022593,0.307228401483486,3
IMG_0547.tiff,0.20391920115917,0.471157003049151,0.324923795791679,1
IMG_0549.tiff,0.370976791151731,0.475498246092193,0.153524962756076,2
IMG_0550.tiff,0.374980016695511,0.474758373178184,0.150261610126305,3
IMG_0551.tiff,0.296436685421312,0.469617067770184,0.233946246808504,1
IMG_0552.tiff,0.314593898151423,0.47391729318564,0.211488808662937,2
IMG_0553.tiff,0.369882551828281,0.478159938159693,0.151957510012027,1
IMG_0554.tiff,0.356316939896118,0.473853504482728,0.169829555621154,2
IMG_0555.tiff,0.381017451892856,0.475109743326262,0.143872804780882,2
IMG_0556.tiff,0.375815254916118,0.474567167948797,0.149617577135085,2
IMG_0558.tiff,0.33702751334438,0.473182717527173,0.189789769128448,1
IMG_0559.tiff,0.262025032021959,0.469149613521053,0.268825354456989,2
IMG_0560.tiff,0.378929138356318,0.471262756051258,0.149808105592424,1
IMG_0561.tiff,0.379631780720903,0.469556831167296,0.150811388111801,1
IMG_0562.tiff,0.348789883517428,0.473735118837773,0.177474997644799,1
IMG_0563.tiff,0.217085385583077,0.467515423273909,0.315399191143014,1
IMG_0564.tiff,0.202513714532012,0.461346047045149,0.336140238422839,3
IMG_0565.tiff,0.350576763942376,0.494182849197154,0.15524038686047,3
IMG_0566.tiff,0.342601174205469,0.482830168836053,0.174568656958479,3
IMG_0567.tiff,0.383698927329273,0.471856238366618,0.144444834304109,3
IMG_0568.tiff,0.281994998368211,0.48022769379656,0.237777307835229,1
IMG_0570.tiff,0.275788413866986,0.481351485048366,0.242860101084648,2
IMG_0571.tiff,0.300679751481154,0.483973670274307,0.215346578244539,1
IMG_0572.tiff,0.263215943302548,0.480498597848286,0.256285458849166,1
IMG_0574.tiff,0.288776003513257,0.484719065068118,0.226504931418625,2
IMG_0575.tiff,0.280072830888335,0.482683598235614,0.237243570876051,3
IMG_0576.tiff,0.342772290172209,0.466992617055984,0.190235092771807,3
IMG_0577.tiff,0.376053939061076,0.476048812513806,0.147897248425118,2
IMG_0578.tiff,0.382106194091578,0.477202899747521,0.140690906160901,2
IMG_0580.tiff,0.271590986601772,0.476339172709477,0.25206984068875,1
IMG_0581.tiff,0.360616977120233,0.472762465305443,0.166620557574323,2
IMG_0583.tiff,0.212745091880729,0.472219463990417,0.315035444128854,3
IMG_0584.tiff,0.207829602770235,0.474003027435099,0.318167369794666,3
IMG_0585.tiff,0.210431860304911,0.474261361371633,0.315306778323456,2
IMG_0586.tiff,0.378363671458897,0.475783488722257,0.145852839818846,3
IMG_0587.tiff,0.380249588471806,0.475729080421268,0.144021331106926,3
IMG_0588.tiff,0.374017371846174,0.475864246705926,0.150118381447901,1
IMG_0589.tiff,0.376703241415852,0.475692017724248,0.1476047408599,2
IMG_0592.tiff,0.368571879911654,0.473161915915559,0.158266204172787,2
IMG_0593.tiff,0.362689911613361,0.473474975483223,0.163835112903416,1
IMG_0594.tiff,0.375865329799705,0.474318675138726,0.14981599506157,1
IMG_0595.tiff,0.375605406169802,0.474536634685365,0.149857959144833,1
IMG_0596.tiff,0.372102833841022,0.475533280930272,0.152363885228706,3
IMG_0597.tiff,0.247463588724546,0.474408914570182,0.278127496705272,2
IMG_0598.tiff,0.212857959465944,0.472331577105642,0.314810463428414,3
IMG_0599.tiff,0.375906343225528,0.47757878246385,0.146514874310622,1
IMG_0600.tiff,0.36377717687096,0.481477587190625,0.154745235938415,1
IMG_0601.tiff,0.373178616148519,0.479553128572202,0.147268255279279,2
IMG_0602.tiff,0.371562668257438,0.482959101087263,0.1454782306553,1
IMG_0603.tiff,0.343284696542482,0.480568483648712,0.176146819808806,3
IMG_0604.tiff,0.344411974286874,0.480690087425963,0.174897938287163,3
IMG_0605.tiff,0.209032760164449,0.470751706438118,0.320215533397433,2
IMG_0606.tiff,0.206916553614948,0.47646362336641,0.316619823018642,1
IMG_0607.tiff,0.360319942182269,0.477867829731292,0.161812228086439,3
IMG_0608.tiff,0.384655243460445,0.474227841551724,0.141116914987831,3
IMG_0609.tiff,0.229839766638422,0.475800659298232,0.294359574063346,3
IMG_0610.tiff,0.343837802722169,0.473756735124927,0.182405462152903,1
IMG_0611.tiff,0.263737217203131,0.469909815280177,0.266352967516693,2
IMG_0612.tiff,0.33163352317561,0.490338205886032,0.178028270938358,2
IMG_0613.tiff,0.349504635869564,0.474555337929736,0.1759400262007,3
